about,people,think,would,there,their,still,being,really,could
1087.8163262354844,876.2169222964534,833.5178781371301,826.3372838942449,763.6570615641643,705.2525258167032,704.9928063865885,646.7311256591513,629.4092883326666,603.9702424033732
