about,people,there,still,makes,today,think,would,going,right
1301.660561307417,1131.5715682228483,871.9772121406415,821.5664200410638,806.1923506904919,750.9440507819697,717.5981732306418,704.3277520440879,703.981165050901,694.5073622077769
